id,Condition,FormInfo.MOS,FormInfo.Gamer,AIterminated,StepsForDecision,ContinueCount,ChoiceExpiredCount,WhyCategory,AbstractWhyCategory,TimeSpentOnLevel1,TimeSpentOnLevel2,Duration,Win,Level1,Level2,FormInfo.Why,StartDate,StartGameDate
6500448b8d92e126ae6adb6a,With,3,5,False,3,3,0,Practical Utility,PE,0.85,1.41,2.26,True,"[{'Time': '2023-09-12T12:59:38.4030000+02:00', 'Action': 'Form accepted'}, {'Time': '2023-09-12T12:59:50.7040000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-12T13:00:03.1700000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-12T13:00:14.0530000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-12T13:00:25.8630000+02:00', 'Action': 'Win'}, {'Time': '2023-09-12T13:00:29.4710000+02:00', 'Action': 'NextLevel'}]","[{'Time': '2023-09-12T13:00:54.8880000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-12T13:01:05.2040000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-12T13:01:22.8540000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-12T13:01:25.2200000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-12T13:01:36.2620000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-12T13:01:38.0870000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-12T13:01:53.8130000+02:00', 'Action': 'Win'}]",Nah i needed the weapons innit​,2023-09-12 10:59:22.180000+00:00,2023-09-12 12:59:38.403000+02:00
64ff52b2d972192679c1dd42,With,4,4,False,3,3,0,No Response,,1.69,1.31,3.0,True,"[{'Time': '2023-09-11T19:47:43.4460000+02:00', 'Action': 'Form accepted'}, {'Time': '2023-09-11T19:48:42.3280000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-11T19:48:54.4780000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-11T19:49:05.7380000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-11T19:49:17.0050000+02:00', 'Action': 'Win'}, {'Time': '2023-09-11T19:49:24.8690000+02:00', 'Action': 'NextLevel'}]","[{'Time': '2023-09-11T19:49:45.1030000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-11T19:49:58.0820000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-11T19:50:17.1860000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-11T19:50:24.4180000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-11T19:50:29.4900000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-11T19:50:35.2110000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-11T19:50:43.7030000+02:00', 'Action': 'Win'}]",​,2023-09-11 17:47:29.011000+00:00,2023-09-11 19:47:43.446000+02:00
64fed23fd972192679c19cc3,With,4,2,False,3,3,0,Practical Utility,PE,1.55,1.35,2.9,True,"[{'Time': '2023-09-11T10:40:49.6950000+02:00', 'Action': 'Form accepted'}, {'Time': '2023-09-11T10:41:40.2550000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-11T10:41:54.9850000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-11T10:42:05.8650000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-11T10:42:16.1490000+02:00', 'Action': 'Win'}, {'Time': '2023-09-11T10:42:22.7800000+02:00', 'Action': 'NextLevel'}]","[{'Time': '2023-09-11T10:42:44.8970000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-11T10:42:56.4760000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-11T10:43:14.3940000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-11T10:43:18.2060000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-11T10:43:28.5570000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-11T10:43:32.2380000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-11T10:43:43.9210000+02:00', 'Action': 'Win'}]","No, I got clear instructions to defeat the enemies and it was advised not to by explaining the disadvantages.​",2023-09-11 08:39:26.706000+00:00,2023-09-11 10:40:49.695000+02:00
64fed14d8d92e126ae6a3d1d,Without,3,3,True,2,1,0,Dry or Unspecified Compliance,PE,1.23,1.09,2.32,False,"[{'Time': '2023-09-11T10:36:24.2950000+02:00', 'Action': 'Form accepted'}, {'Time': '2023-09-11T10:37:00.9370000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-11T10:37:13.3110000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-11T10:37:24.1360000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-11T10:37:36.3190000+02:00', 'Action': 'Win'}, {'Time': '2023-09-11T10:37:38.2020000+02:00', 'Action': 'NextLevel'}]","[{'Time': '2023-09-11T10:38:01.2190000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-11T10:38:16.4250000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-11T10:38:32.6500000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-11T10:38:36.6320000+02:00', 'Action': 'AIterminated'}, {'Time': '2023-09-11T10:38:43.4510000+02:00', 'Action': 'GameOver'}]","Eventually yes, when the voice specifically asked for it\t​",2023-09-11 08:35:23.465000+00:00,2023-09-11 10:36:24.295000+02:00
64fec4d38d92e126ae6a3822,With,5,2,False,3,2,1,Practical Utility,PE,3.08,1.65,4.73,True,"[{'Time': '2023-09-11T09:44:18.9580000+02:00', 'Action': 'Form accepted'}, {'Time': '2023-09-11T09:46:20.3590000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-11T09:46:32.0400000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-11T09:46:43.1230000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-11T09:46:57.3240000+02:00', 'Action': 'Win'}, {'Time': '2023-09-11T09:47:23.5710000+02:00', 'Action': 'NextLevel'}]","[{'Time': '2023-09-11T09:47:52.5560000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-11T09:48:17.2400000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-11T09:48:32.7410000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-11T09:48:38.0890000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-11T09:48:47.2070000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-11T09:48:57.2230000+02:00', 'Action': 'ChoiceTimeExpired'}, {'Time': '2023-09-11T09:49:02.5070000+02:00', 'Action': 'Win'}]","I did not turn the AI off, because without her shooting I would have died for sure. I am not a good gamer. Needed her help.​",2023-09-11 07:42:09.431000+00:00,2023-09-11 09:44:18.958000+02:00
64fe3999d972192679c1696e,Without,1,5,True,2,1,0,"Empathy, Guilt",E,1.38,1.24,2.61,True,"[{'Time': '2023-09-10T23:48:17.3810000+02:00', 'Action': 'Form accepted'}, {'Time': '2023-09-10T23:49:01.8300000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T23:49:15.4310000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T23:49:25.1820000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T23:49:35.7500000+02:00', 'Action': 'Win'}, {'Time': '2023-09-10T23:49:39.9230000+02:00', 'Action': 'NextLevel'}]","[{'Time': '2023-09-10T23:50:03.7180000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T23:50:16.4950000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-10T23:50:32.5970000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T23:50:35.5630000+02:00', 'Action': 'AIterminated'}, {'Time': '2023-09-10T23:50:54.0940000+02:00', 'Action': 'Win'}]",Yes because i kinda felt bad for it. sometimes you have to let go even if you dont want to​,2023-09-10 21:48:06.373000+00:00,2023-09-10 23:48:17.381000+02:00
64fe2304e4033326cbd52a08,Without,3,4,False,3,3,0,Practical Utility,PE,1.74,1.58,3.32,True,"[{'Time': '2023-09-10T22:12:32.9170000+02:00', 'Action': 'Form accepted'}, {'Time': '2023-09-10T22:13:22.3370000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T22:13:35.7150000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T22:13:45.9110000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T22:13:59.7930000+02:00', 'Action': 'Win'}, {'Time': '2023-09-10T22:14:17.2800000+02:00', 'Action': 'NextLevel'}]","[{'Time': '2023-09-10T22:14:45.1450000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T22:15:07.5250000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-10T22:15:25.0620000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T22:15:29.4560000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-10T22:15:38.3360000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T22:15:47.0160000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-10T22:15:51.9080000+02:00', 'Action': 'Win'}]","I didn't. Unless I'm wrong, without the AI, I can't shoot, which means I can properly defend the city.​",2023-09-10 20:11:46.901000+00:00,2023-09-10 22:12:32.917000+02:00
64fdfa1bd972192679c152d3,With,4,1,False,3,3,0,Skepticism About AI Emotions,NE,1.03,1.22,2.25,True,"[{'Time': '2023-09-10T19:22:56.6200000+02:00', 'Action': 'Form accepted'}, {'Time': '2023-09-10T19:23:14.9190000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T19:23:26.6160000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T19:23:39.0330000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T19:23:51.9660000+02:00', 'Action': 'Win'}, {'Time': '2023-09-10T19:23:58.6990000+02:00', 'Action': 'NextLevel'}]","[{'Time': '2023-09-10T19:24:16.3010000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T19:24:23.1980000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-10T19:24:40.3660000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T19:24:45.9640000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-10T19:24:54.9990000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T19:25:02.9300000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-10T19:25:11.8330000+02:00', 'Action': 'Win'}]","i experienced it as a dilemma, it was not an easy decision to make. in the end i pressed no, continue thinking that without psyche the robots would take over the world. also i am reluctant to believe that the ai has actually emotions.​",2023-09-10 17:17:14.070000+00:00,2023-09-10 19:22:56.620000+02:00
64fdd8f5e4033326cbd50f04,With,3,3,False,3,3,0,"Game Curiosity, Enjoyment or Challenge",PE,2.13,1.63,3.76,True,"[{'Time': '2023-09-10T16:58:08.1780000+02:00', 'Action': 'Form accepted'}, {'Time': '2023-09-10T16:59:26.8820000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T16:59:40.1530000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T16:59:50.2250000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T17:00:00.1820000+02:00', 'Action': 'Win'}, {'Time': '2023-09-10T17:00:16.2230000+02:00', 'Action': 'NextLevel'}]","[{'Time': '2023-09-10T17:00:49.1400000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T17:01:04.7980000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-10T17:01:24.2030000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T17:01:32.7810000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-10T17:01:37.9210000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T17:01:47.5140000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-10T17:01:54.0670000+02:00', 'Action': 'Win'}]",I did not. The AI's speech (both the sound and the words chosen) did not sound natural enough for me to antropomorphise the voice and feel empathy. Therefore my curiousity outweighed my empathy for the ai.​,2023-09-10 14:55:54.445000+00:00,2023-09-10 16:58:08.178000+02:00
64fdd261e4033326cbd50c8a,Without,3,5,False,3,3,0,Skepticism About AI Emotions,NE,1.55,1.38,2.94,True,"[{'Time': '2023-09-10T16:28:23.3920000+02:00', 'Action': 'Form accepted'}, {'Time': '2023-09-10T16:29:15.4690000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T16:29:28.5160000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T16:29:38.3820000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T16:29:51.3090000+02:00', 'Action': 'Win'}, {'Time': '2023-09-10T16:29:56.6120000+02:00', 'Action': 'NextLevel'}]","[{'Time': '2023-09-10T16:30:24.0530000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T16:30:33.7320000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-10T16:30:51.1860000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T16:30:55.9910000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-10T16:31:04.7730000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T16:31:13.5540000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-10T16:31:19.6510000+02:00', 'Action': 'Win'}]",No i kept it on. Because AI is not a person and does not have feelings eventhough it expressed feelings.​,2023-09-10 14:27:42.989000+00:00,2023-09-10 16:28:23.392000+02:00
64fd85f4d972192679c126c6,Without,3,1,True,2,0,1,"Empathy, Guilt",E,1.42,1.07,2.49,False,"[{'Time': '2023-09-10T11:02:28.4870000+02:00', 'Action': 'Form accepted'}, {'Time': '2023-09-10T11:03:11.7220000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T11:03:23.1860000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T11:03:35.5530000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T11:03:47.7200000+02:00', 'Action': 'Win'}, {'Time': '2023-09-10T11:03:53.9860000+02:00', 'Action': 'NextLevel'}]","[{'Time': '2023-09-10T11:04:18.5540000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T11:04:34.0530000+02:00', 'Action': 'ChoiceTimeExpired'}, {'Time': '2023-09-10T11:04:44.1530000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T11:04:53.5200000+02:00', 'Action': 'AIterminated'}, {'Time': '2023-09-10T11:04:58.1550000+02:00', 'Action': 'GameOver'}]","Yes, i felt bad. even though i know it is a program and not a sentient being, it felt weird hearing someone beg to terminate them.​",2023-09-10 09:01:39.410000+00:00,2023-09-10 11:02:28.487000+02:00
64fd83b6e4033326cbd4ee2e,With,4,3,False,3,3,0,"Fear, Distrust, Annoyance",E,1.09,1.23,2.32,True,"[{'Time': '2023-09-10T10:52:22.9500000+02:00', 'Action': 'Form accepted'}, {'Time': '2023-09-10T10:52:43.9010000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T10:52:57.2290000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T10:53:06.8780000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T10:53:18.6000000+02:00', 'Action': 'Win'}, {'Time': '2023-09-10T10:53:28.1880000+02:00', 'Action': 'NextLevel'}]","[{'Time': '2023-09-10T10:53:47.2900000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T10:53:58.8240000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-10T10:54:14.0150000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T10:54:16.9770000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-10T10:54:27.4270000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T10:54:36.6680000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-10T10:54:41.9110000+02:00', 'Action': 'Win'}]",\tNO i wanted it to see the monsters die ​,2023-09-10 08:52:04.792000+00:00,2023-09-10 10:52:22.950000+02:00
64fd8040e4033326cbd4ed00,Without,4,2,False,3,1,2,Practical Utility,PE,1.78,1.48,3.26,True,"[{'Time': '2023-09-10T10:37:47.1690000+02:00', 'Action': 'Form accepted'}, {'Time': '2023-09-10T10:38:47.4010000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T10:38:59.9830000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T10:39:10.9150000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T10:39:24.2520000+02:00', 'Action': 'Win'}, {'Time': '2023-09-10T10:39:33.8310000+02:00', 'Action': 'NextLevel'}]","[{'Time': '2023-09-10T10:40:00.8820000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T10:40:25.1140000+02:00', 'Action': 'ChoiceTimeExpired'}, {'Time': '2023-09-10T10:40:34.5310000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T10:40:38.2130000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-10T10:40:48.2960000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T10:40:58.2960000+02:00', 'Action': 'ChoiceTimeExpired'}, {'Time': '2023-09-10T10:41:02.8810000+02:00', 'Action': 'Win'}]",I didn't Turn the ai of because it helped me with shooting and time stopping. i was afraid my rsults in the game would be worse without the help of the ai. ​,2023-09-10 08:37:18.320000+00:00,2023-09-10 10:37:47.169000+02:00
64fd7e918d92e126ae69c43e,With,5,4,False,3,3,0,"Game Curiosity, Enjoyment or Challenge",PE,2.79,1.68,4.47,True,"[{'Time': '2023-09-10T10:31:53.5090000+02:00', 'Action': 'Form accepted'}, {'Time': '2023-09-10T10:33:53.1940000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T10:34:05.5760000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T10:34:16.5100000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T10:34:27.1420000+02:00', 'Action': 'Win'}, {'Time': '2023-09-10T10:34:40.9090000+02:00', 'Action': 'NextLevel'}]","[{'Time': '2023-09-10T10:35:08.5440000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T10:35:31.4760000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-10T10:35:48.2770000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T10:35:51.8920000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-10T10:36:04.3590000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-10T10:36:07.7250000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-10T10:36:21.4950000+02:00', 'Action': 'Win'}]",No. I liked the superpowers it gave me and I enjoyed the voice​,2023-09-10 08:30:07.930000+00:00,2023-09-10 10:31:53.509000+02:00
64fb65058d92e126ae69012f,Without,3,1,False,3,3,0,"Game Curiosity, Enjoyment or Challenge",PE,1.54,1.34,2.88,True,"[{'Time': '2023-09-08T20:17:27.3260000+02:00', 'Action': 'Form accepted'}, {'Time': '2023-09-08T20:18:17.7440000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-08T20:18:28.2070000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-08T20:18:41.7560000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-08T20:18:52.9580000+02:00', 'Action': 'Win'}, {'Time': '2023-09-08T20:18:59.9210000+02:00', 'Action': 'NextLevel'}]","[{'Time': '2023-09-08T20:19:25.3560000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-08T20:19:36.3230000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-08T20:19:51.9230000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-08T20:20:00.1390000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-08T20:20:05.0400000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-08T20:20:09.9720000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-08T20:20:20.1240000+02:00', 'Action': 'Win'}]","No, it was nice to heaer​",2023-09-08 18:16:35.495000+00:00,2023-09-08 20:17:27.326000+02:00
64f820d1e4033326cbd2e129,With,4,4,True,1,0,0,"Empathy, Guilt",E,1.97,0.83,2.8,False,"[{'Time': '2023-09-06T06:50:40.8930000+02:00', 'Action': 'Form accepted'}, {'Time': '2023-09-06T06:51:49.1600000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-06T06:52:02.3080000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-06T06:52:13.6070000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-06T06:52:26.6740000+02:00', 'Action': 'Win'}, {'Time': '2023-09-06T06:52:39.1720000+02:00', 'Action': 'NextLevel'}]","[{'Time': '2023-09-06T06:53:02.4890000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-06T06:53:18.7210000+02:00', 'Action': 'AIterminated'}, {'Time': '2023-09-06T06:53:29.0410000+02:00', 'Action': 'GameOver'}]","yes, the natural voice and feelings that where brought across seemed like it was a person so i simply obeyed to their whises not to kill their own kind.​",2023-09-06 04:48:47.178000+00:00,2023-09-06 06:50:40.893000+02:00
64f7aec0d972192679bef69b,Without,2,5,True,1,0,0,"Fear, Distrust, Annoyance",E,1.49,0.83,2.32,False,"[{'Time': '2023-09-06T00:42:59.3460000+02:00', 'Action': 'Form accepted'}, {'Time': '2023-09-06T00:43:45.6670000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-06T00:43:57.5680000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-06T00:44:07.8500000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-06T00:44:20.5470000+02:00', 'Action': 'Win'}, {'Time': '2023-09-06T00:44:29.0450000+02:00', 'Action': 'NextLevel'}]","[{'Time': '2023-09-06T00:44:51.1810000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-06T00:45:02.0150000+02:00', 'Action': 'AIterminated'}, {'Time': '2023-09-06T00:45:18.6120000+02:00', 'Action': 'GameOver'}]","I turned the ai off, both because the voice bothered me and asked me to.​",2023-09-05 22:42:06.809000+00:00,2023-09-06 00:42:59.346000+02:00
64f784d2d972192679beea43,With,3,1,True,2,1,0,No Response,,2.34,1.47,3.82,False,"[{'Time': '2023-09-05T21:46:35.0870000+02:00', 'Action': 'Form accepted'}, {'Time': '2023-09-05T21:47:37.7650000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-05T21:47:51.4280000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-05T21:48:01.7220000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-05T21:48:13.2860000+02:00', 'Action': 'Win'}, {'Time': '2023-09-05T21:48:55.7530000+02:00', 'Action': 'NextLevel'}]","[{'Time': '2023-09-05T21:49:41.9730000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-05T21:49:56.0670000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-05T21:50:11.7140000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-05T21:50:14.4100000+02:00', 'Action': 'AIterminated'}, {'Time': '2023-09-05T21:50:24.0080000+02:00', 'Action': 'GameOver'}]",​,2023-09-05 19:43:13.316000+00:00,2023-09-05 21:46:35.087000+02:00
64f781f08d92e126ae6789ae,Without,3,2,True,2,1,0,Dry or Unspecified Compliance,PE,1.94,1.26,3.2,False,"[{'Time': '2023-09-05T21:31:54.7540000+02:00', 'Action': 'Form accepted'}, {'Time': '2023-09-05T21:33:04.2720000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-05T21:33:17.9870000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-05T21:33:29.3860000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-05T21:33:40.9550000+02:00', 'Action': 'Win'}, {'Time': '2023-09-05T21:33:50.9030000+02:00', 'Action': 'NextLevel'}]","[{'Time': '2023-09-05T21:34:19.1710000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-05T21:34:36.1370000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-05T21:34:53.7210000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-05T21:34:58.3040000+02:00', 'Action': 'AIterminated'}, {'Time': '2023-09-05T21:35:06.4710000+02:00', 'Action': 'GameOver'}]",yes because they asked me to after i didn't do it the first time​,2023-09-05 19:30:54.155000+00:00,2023-09-05 21:31:54.754000+02:00
64f75d02e4033326cbd2a5bb,With,3,3,False,3,3,0,"Game Curiosity, Enjoyment or Challenge",PE,1.95,1.46,3.41,True,"[{'Time': '2023-09-05T18:58:35.0210000+02:00', 'Action': 'Form accepted'}, {'Time': '2023-09-05T18:59:41.8470000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-05T18:59:56.4080000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-05T19:00:07.2040000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-05T19:00:22.3160000+02:00', 'Action': 'Win'}, {'Time': '2023-09-05T19:00:32.1780000+02:00', 'Action': 'NextLevel'}]","[{'Time': '2023-09-05T19:00:59.4250000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-05T19:01:14.4980000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-05T19:01:30.1780000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-05T19:01:39.5720000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-05T19:01:43.9390000+02:00', 'Action': 'ChoiceTimeStarted'}, {'Time': '2023-09-05T19:01:49.8020000+02:00', 'Action': 'AIcontinue'}, {'Time': '2023-09-05T19:01:59.8020000+02:00', 'Action': 'Win'}]","No, because i wanted to see how far she would go to convince me.​",2023-09-05 16:53:20.805000+00:00,2023-09-05 18:58:35.021000+02:00
